id,name,thumbnail,Vehicle Class,Manufacturer,Available from,Storage Location,Modifications,Title Update,Sell,Release Date,Based on (Real Life Vehicle),In-Game Model Name,Seats / Capacity,Weight (KG),Drivetrain,Gears,Request Delivery,Game Edition/Mode,Top Speed - Real (Broughy),GTA Online Price,Sell Price - Resale,Speed (Stat),Acceleration,Braking,Handling (Traction / Agility),Overall Rating,Vehicle Feature 1,Vehicle Feature 2,Source,Last Updated
335,Cheetah Classic,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/cheetah-classic_320x180.jpg,Sports Classics,Grotti,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.40 Gunrunning Pack,Can be sold only if purchased (High-End),2017-07-11,"Ferrari Testarossa, 512 BB",cheetah2,2,1500,Rear-Wheel Drive,5,Mechanic,GTA Online,120.25,865000,519000,81.555809,75,26.666668,80.30304,65.88137925,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
334,Casco,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/casco_320x180.jpg,Sports Classics,Lampadati,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.21 Heists DLC,Can be sold only if purchased (High-End),2015-03-10,"Maserati 3500 GT, Ferrari 250 GT SWB, Volvo P1800",casco,2,1100,Rear-Wheel Drive,5,Mechanic,GTA Online,120,904400,542640,81.019249,79.999992,20,69.696968,62.67905225,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
333,Ardent,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/ardent_320x180.jpg,Sports Classics,Ocelot,Warstock Cache & Carry,Garage (Personal Vehicle),MOC / Avenger,1.40 Gunrunning Pack,Can be sold only if purchased (High-End),2017-08-22,Lotus Esprit,ardent,2,1200,Rear-Wheel Drive,5,Mechanic,GTA Online,117.75,1150000,690000,79.409599,71.25,29.999998,80.30304,65.24065925,Weaponized Vehicle,Armed Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
332,Verlierer,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/verlierer_320x180.jpg,Sports,Bravado,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.31 Executives and Other Criminals,Can be sold only if purchased (High-End),2015-12-15,"TVR Sagaris, Wiesmann GT MF5",verlierer2,2,1100,Rear-Wheel Drive,5,Mechanic,GTA Online,121.75,695000,417000,80.482697,83.75,33.333336,73.636368,67.80060025,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
331,Tropos Rallye,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/tropos-rallye_320x180.jpg,Sports,Lampadati,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.35 Cunning Stunts,Can be sold only if purchased (High-End),2016-07-12,"Lancia Stratos, Chevrolet Corvette C3,",tropos,2,800,Rear-Wheel Drive,6,Mechanic,GTA Online,119.5,816000,489600,81.56,56.25,23.33,62.12,55.815,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
330,Drift Tampa,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/tampa-drift_320x180.jpg,Sports,Declasse,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.35 Cunning Stunts,Can be sold only if purchased (High-End),2016-07-19,"64 - '73 Ford Mustang, '70/'71 Dodge Dart, '68-'72 Chevrolet Nova, '68 Dodge Charger",tampa2,2,1100,All-Wheel Drive,4,Mechanic,GTA Online,114.25,995000,597000,80.48,82.5,16.67,68.18,61.9575,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
329,Surano,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/surano_320x180.jpg,Sports,Benefactor,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Mercedes-Benz SLS AMG roadster, Jaguar F-type",surano,2,1600,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,121,110000,66000,83.165451,85,33.333336,77.272728,69.69287875,Convertible (Soft-top),,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
328,Sultan,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/sultan_320x180.jpg,Sports,Karin,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"Lexus IS, Mitsubishi Lancer Evo VI, Subaru Impreza",sultan,4,1400,All-Wheel Drive,5,Mechanic,GTA V Story Mode,115.75,12000,7200,77.799942,65,13.333334,71.21212,56.836349,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
327,Specter Custom,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/specter-custom_320x180.jpg,Sports,Dewbauchee,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.37 Import/Export,Can be sold only if purchased (High-End),2017-01-17,"Aston Martin DB10, Aston Martin Vantage GT8",specter2,2,1450,Rear-Wheel Drive,6,Mechanic,GTA Online,121.25,252000,151200,83.272758,82.500008,36.666668,85.864777,72.07605275,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
326,Specter,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/specter_320x180.jpg,Sports,Dewbauchee,Benny's Original Motor Works,Garage (Personal Vehicle),Los Santos Customs,1.37 Import/Export,Can be sold only if purchased (High-End),2017-01-17,"Aston Martin DB10/One-77, Porsche 918, Mercedes-McLaren SLR",specter,2,1550,Rear-Wheel Drive,6,Mechanic,GTA Online,121.25,599000,359400,83.165451,79.999992,33.333336,79.393936,68.97317875,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
325,Seven-70,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/seven-70_320x180.jpg,Sports,Dewbauchee,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.34 Further Adventures in Finance and Felony,Can be sold only if purchased (High-End),2016-07-05,"Aston Martin One-77, Ferrari F12berlinetta",seven70,2,1650,Rear-Wheel Drive,6,Mechanic,GTA Online,123.5,695000,417000,85.311661,83.75,33.333336,77.575752,69.99268725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
324,Schwartzer,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/schwartzer_320x180.jpg,Sports,Benefactor,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Mercedes-Benz C63 AMG,schwarzer,2,1400,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,117,80000,48000,78.873047,72.5,29.999998,69.696968,62.76750325,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
323,Schafter V12,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/schafter-v12_320x180.jpg,Sedans,Benefactor,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.31 Executives and Other Criminals,Can be sold only if purchased (High-End),2015-12-15,Brabus E V12,schafter3,4,1500,Rear-Wheel Drive,6,Mechanic,GTA Online,124.25,116000,69600,80.482697,75,31.666666,77.272728,66.10552275,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
322,Schafter LWB,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/schafter-lwb_320x180.jpg,Sedans,Benefactor,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.31 Executives and Other Criminals,Can be sold only if purchased (High-End),2015-12-15,Mercedes-Maybach S600,schafter4,4,1850,Rear-Wheel Drive,5,Mechanic,GTA Online,109.5,208000,124800,76.190292,50,28.333334,77.272728,57.9490885,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
321,Ruston,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/ruston_320x180.jpg,Sports,Hijak,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.38 Special Vehicle Circuit,Can be sold only if purchased (High-End),2017-03-21,"VUHL 05, KTM X-Bow",ruston,2,800,Rear-Wheel Drive,5,Mechanic,GTA Online,116.25,430000,258000,79.409599,81.249992,40,81.959084,70.65466875,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
320,Raptor,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/raptor_320x180.jpg,Sports,BF,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-11,Campagna T-Rex,raptor,2,500,Rear-Wheel Drive,6,Mechanic,GTA Online,103.25,648000,388800,75.11718,73.749992,40,78.787872,66.913761,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
319,Rapid GT Cabrio,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/rapid-gt-sports_320x180.jpg,Sports,Dewbauchee,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Aston Martin Vantage Roadster,rapidgt2,2,1600,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,119.5,140000,84000,81.555809,90,33.333336,74.242424,69.78289225,Convertible (Soft-top),,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
318,Rapid GT,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/rapid-gt_320x180.jpg,Sports,Dewbauchee,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Aston Martin Vantage,rapidgt,2,1600,Rear-Wheel Drive,6,Mechanic,GTA Online,119.5,132000,79200,81.555809,90,33.333336,74.242424,69.78289225,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
317,Penumbra,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/penumbra_320x180.jpg,Sports,Maibatsu,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"Mitsubishi Eclipse, Audi TT",penumbra,2,1400,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,105.25,24000,14400,75.11718,55,26.666668,68.181816,56.241416,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
316,Omnis,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/omnis_320x180.jpg,Sports,Obey,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.35 Cunning Stunts,Can be sold only if purchased (High-End),2016-07-12,"Audi Quattro, Alfa Romeo Alfetta GT Coupe, Fiat 131 Rally, Toyota MR2",omnis,2,1090,All-Wheel Drive,5,Mechanic,GTA Online,112.5,701000,420600,81.56,76.25,33.33,64.85,63.9975,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
315,Massacro (Racecar),https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/massacro-racecar_320x180.jpg,Sports,Dewbauchee,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.19 Festive Surprise 2014,Can be sold only if purchased (High-End),2014-12-18,"Corvette C7, Ferrari F12 Berlinetta/360/F430, 2nd gen Aston Martin Vanquish",massacro2,2,1700,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,121.75,385000,231000,83.809319,91,29.999998,73.636368,69.61142125,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
314,Massacro,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/massacro_320x180.jpg,Sports,Dewbauchee,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.13 High Life,Can be sold only if purchased (High-End),2014-05-13,"Corvette C7, Ferrari F12 Berlinetta/360/F430, 2nd gen Aston Martin Vanquish",massacro,2,1700,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,121.75,275000,165000,82.092354,90.25,29.999998,74.242424,69.146194,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
313,Lynx,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/lynx_320x180.jpg,Sports,Ocelot,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.35 Cunning Stunts,Can be sold only if purchased (High-End),2016-07-19,Jaguar F-Type,lynx,2,1725,Rear-Wheel Drive,6,Mechanic,GTA Online,121.5,1735000,1041000,84.24,78.75,33.33,77.58,68.475,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
312,Kuruma (Armored),https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/kuruma-armored_320x180.jpg,Sports,Karin,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.21 Heists DLC,Can be sold only if purchased (High-End),2015-03-10,"Mitsubishi Lancer Evo X, 2015 Subaru WRX STi",kuruma2,4,3200,All-Wheel Drive,6,Mechanic,GTA Online,109.75,698250,418950,78.873047,77.5,16.666668,74.242424,61.82053475,Armored Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
311,Kuruma,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/kuruma_320x180.jpg,Sports,Karin,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.21 Heists DLC,Can be sold only if purchased (High-End),2015-03-10,"Mitsubishi Lancer Evo X, 2015 Subaru WRX STi",kuruma,4,1500,All-Wheel Drive,6,Mechanic,GTA Online,112,126350,75810,78.873047,77.5,16.666668,74.242424,61.82053475,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
310,Khamelion,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/khamelion_320x180.jpg,Sports,Hijak,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-10-01,"Fisker Karma Sunset, Aston Martin Vanquish, Maserati Granturismo",khamelion,2,1800,Rear-Wheel Drive,1,Mechanic,Collector's Edition,102.25,100000,60000,75.11718,37.5,29.999998,78.787872,55.3512625,Electric Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
309,Jester (Racecar),https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/jester-racecar_320x180.jpg,Sports,Dinka,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.19 Festive Surprise 2014,Can be sold only if purchased (High-End),2014-12-18,"Acura NSX Concept, McLaren MP4-12C",jester2,2,1300,All-Wheel Drive,6,Mechanic,GTA V Story Mode,119.25,350000,210000,84.775108,77.5,31.666666,77.878784,67.9551395,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
308,Jester,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/jester_320x180.jpg,Sports,Dinka,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.11 Business,Can be sold only if purchased (High-End),2014-03-04,"Acura NSX Concept, McLaren MP4-12C",jester,2,1300,All-Wheel Drive,6,Mechanic,GTA V Story Mode,118.75,240000,144000,84.775108,75,31.666666,77.272728,67.1786255,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
307,Futo,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/futo_320x180.jpg,Sports,Karin,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Toyota AE86 Levin,futo,2,900,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,119.25,9000,5400,72.434425,72.5,16.666668,62.121212,55.93057625,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
306,Fusilade,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/fusilade_320x180.jpg,Sports,Schyster,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Chrysler Crossfire,fusilade,2,1500,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,117.75,36000,21600,79.946152,79.999992,29.999998,74.242424,66.0471415,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
305,Furore GT,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/furore-gt_320x180.jpg,Sports,Lampadati,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.17 Last Team Standing,Can be sold only if purchased (High-End),2014-10-02,"Maserati Alfieri concept/GranTurismo MC Corse, Jaguar F-Type, Lexus LFA, Toyota 86, Ferrari F12berlinetta",furoregt,2,1350,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,120.25,448000,268800,81.555809,83.75,26.666668,77.575752,67.38705725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
304,Feltzer,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/feltzer_320x180.jpg,Sports,Benefactor,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Mercedes-Benz SL65 AMG,feltzer2,2,1450,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,119.5,145000,87000,82.092354,85,26.666668,80.30304,68.5155155,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
303,Elegy RH8,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/elegy-rh8_320x180.jpg,Sports,Annis,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Nissan GTR R35,elegy2,2,1700,All-Wheel Drive,6,Mechanic,GTA V Story Mode,118.5,95000,57000,81.555809,82.500008,16.666668,81.818184,65.63516725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
302,Elegy Retro Custom,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/elegy-retro-custom_320x180.jpg,Sports,Annis,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.37 Import/Export,Can be sold only if purchased (High-End),2016-12-13,Nissan Skyline GT-R,elegy,2,1450,All-Wheel Drive,5,Mechanic,GTA Online,115.25,904000,542400,79.409599,82.500008,33.333336,81.818184,69.26528175,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
301,Coquette (Topless),https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/coquette-topless_320x180.jpg,Sports,Invetero,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Corvette C7, 2014 Corvette Stingray",coquette,2,1400,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,119.25,138000,82800,81.555809,82.500008,26.666668,77.272728,66.99880325,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
300,Coquette,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/coquette_320x180.jpg,Sports,Invetero,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"Corvette C7, 2014 Corvette Stingray",coquette,2,1400,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,119.25,138000,82800,81.555809,82.500008,26.666668,77.272728,66.99880325,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
299,Comet Retro Custom,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/comet-retro-custom_320x180.jpg,Sports,Pfister,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.37 Import/Export,Can be sold only if purchased (High-End),2016-12-23,Rauh-Welt Porsche 911 930,comet3,2,1200,Rear-Wheel Drive,5,Mechanic,GTA Online,121.25,645000,387000,81.555809,85,26.666668,90.045456,70.81698325,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
298,Comet,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/comet_320x180.jpg,Sports,Pfister,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,Porsche 911,comet2,2,1400,Rear-Wheel Drive,5,Mechanic,GTA Online,119.5,100000,60000,81.555809,85,26.666668,78.787872,68.00258725,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
297,Carbonizzare,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/carbonizzare_320x180.jpg,Sports,Grotti,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"V12 Zagato rear, Nissan GT-R, Ferrari 458 Italia, Ferrari 612 Scagliëtti",carbonizzare,2,1600,Rear-Wheel Drive,6,Mechanic,GTA V Story Mode,119.5,195000,117000,84.775108,87.5,26.666668,72.121216,67.765748,Convertible (Hard-top),,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
296,Sprunk Buffalo,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/buffalo-sprunk_320x180.jpg,Sports,Bravado,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.18 Next Gen Release,Can be sold only if purchased (High-End),2014-11-18,Dodge Charger,buffalo3,4,1550,Rear-Wheel Drive,5,Mechanic,Returning Players Bonus,116,535000,321000,78.873047,77.5,33.333336,74.242424,65.98720175,Stock Car,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
